"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2015","2015",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",6.8,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",4,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",6.9,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",10.6,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",16.7,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",11.9,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",17.2,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",19,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",17.5,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",18.3,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",22.7,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",22.7,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",23.9,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",26.6,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",17.2,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",10.7,,
"TUR","Turkey","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2016","2016",19,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",93.2,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",96,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",93.1,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",89.4,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",83.3,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",88.1,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",82.8,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",81,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",82.5,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",81.7,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",77.3,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",77.3,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",76.1,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",73.4,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",82.8,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2015","2015",89.3,,
"TUR","Turkey","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2016","2016",81,,
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2006","2006",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2007","2007",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2008","2008",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2009","2009",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2010","2010",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2011","2011",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2012","2012",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2013","2013",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2014","2014",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2015","2015",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2000","2000",10.1,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2001","2001",6.9,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2002","2002",6.3,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2003","2003",9,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2004","2004",5.3,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2005","2005",4.7,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2006","2006",6.4,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2007","2007",11,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2008","2008",8.4,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2009","2009",10.6,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2010","2010",6.6,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2011","2011",11.5,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2012","2012",12.7,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2013","2013",9.2,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2014","2014",7.7,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2015","2015",2.6,,
"TUR","Turkey","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2016","2016",3,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",3.85,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",3.84,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",3.81,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",3.81,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",3.8,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",3.8,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",3.8,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",3.78,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",3.74,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",3.74,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",3.75,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",3.74,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",3.74,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",3.74,,
"UKR","Ukraine","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",3.72,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",41.1,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",41.7,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",42.1,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",42.1,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2004","2004",42.7,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",42.8,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",43.5,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",44.2,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",45,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",45,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",45.5,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2011","2011",46.6,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2012","2012",47.4,,
"UKR","Ukraine","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2014","2014",47.7,,
"UKR","Ukraine","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",2.4,,
"UKR","Ukraine","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",2.4,,
"UKR","Ukraine","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",2.4,,
"UKR","Ukraine","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",2.4,,
"UKR","Ukraine","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.3,,
"UKR","Ukraine","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.3,,
"UKR","Ukraine","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.3,,
"UKR","Ukraine","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.3,,
"GBR","United Kingdom","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2000","2000",172,,
"GBR","United Kingdom","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2001","2001",172,,
